"q2_clicks","q1_conf_click","q2_gender","q2_training","q2_conf","q2_scrolls","q2_color_blind","q2_time","q1_window_h","q1_a2","q1_a1","q2_condition","q2_calculation_question","q1_time","q1_condition","q1_user_id","q2_conf_click","q1_conf","q1_keydown","q2_window_h","q2_valid","q2_user_id","q1_window_w","q1_correct_a2","q1_correct_a1","q2_window_w","q2_occupation","q1_valid","q1_id","q2_comments","q2_education","q1_scrolls","q1_clicks","q2_id","q2_keydown"
11,1,"Male",2,3,4,"No",26.431,768,1000,8,4,"No",112.01,4,2933,0,3,7,768,"True",2933,1351,103,8,1351,"Student, Trainee","True",21885,"","High School",0,7,21888,0
13,1,"Female",1,5,1,"No",59.03,768,103,8,3,"Unsure",182.718,3,2935,0,5,4,768,"True",2935,1351,103,8,1351,"Education, Training, and Library Occupations","True",21892,"I just used my mind and the infograph ","Undergraduate Degree",0,5,21897,43
11,1,"Male",2,3,10,"No",32.048,899,10,9,0,"Unsure",213.771,0,2937,0,3,9,899,"True",2937,1423,103,8,1423,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21898,"None","Undergraduate Degree",0,8,21899,5
11,1,"Male",2,4,0,"No",26.833,1080,1000,10,4,"No",70.791,4,2938,0,4,7,1080,"True",2938,1905,103,8,1905,"Student, Trainee","True",21893,"","Undergraduate Degree",0,4,21894,0
11,1,"Male",3,4,0,"No",27.587,799,105,10,1,"Yes",145.596,1,2939,0,4,12,799,"True",2939,1280,103,8,1280,"Student, Trainee","True",21901,"","Graduate Degree",6,8,21903,0
13,1,"Male",3,3,0,"Yes",109.408,1050,1000,103,0,"Unsure",120.499,0,2940,0,3,7,1050,"True",2940,1665,103,8,1665,"Life, Physical, and Social Science Occupations","True",21907,"I just added  the numbers since they worked out to 1000 total ","Undergraduate Degree",0,5,21914,65
18,1,"Male",1,2,0,"Yes",54.142,1079,100,2,0,"Yes",90.02,0,2941,0,2,10,1079,"True",2941,1903,103,8,1903,"Transportation and Material Moving Occupations","True",21909,"Not entirely sure if a positive mammogram means the individual has breast cancer or not.","High School",0,11,21912,109
10,1,"Male",1,1,0,"No",33.84,768,1000,6,0,"Yes",37.498,0,2942,0,1,5,768,"True",2942,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",21906,"","High School",0,5,21910,0
12,1,"Female",3,3,1,"No",19.386,768,1000,11,0,"No",38.089,0,2944,0,3,11,768,"True",2944,1351,103,8,1351,"Food Preparation and Serving Related Occupations","True",21916,"","Undergraduate Degree",0,7,21917,3
10,1,"Female",2,3,0,"No",17.862,1079,150,20,3,"No",10.558,3,2945,0,3,5,1079,"True",2945,1903,103,8,1903,"Unemployed, Retired, Homemaker","True",21918,"","Undergraduate Degree",0,5,21919,0
12,2,"Female",1,4,0,"No",55.683,1050,1000,10,2,"Yes",279.404,2,2946,0,4,13,1050,"True",2946,1665,103,8,1665,"Computer and Mathematical Occupations","True",21933,"none","Undergraduate Degree",0,8,21938,95
12,1,"Male",1,4,0,"No",59.985,994,103,8,3,"Yes",256.752,3,2947,0,4,4,994,"True",2947,1903,103,8,1903,"Architecture and Engineering Occupations","True",21929,"","Undergraduate Degree",0,5,21936,0
13,2,"Female",1,1,0,"No",34.119,768,1000,9,3,"No",104.176,3,2948,0,1,5,768,"True",2948,1351,103,8,1351,"Student, Trainee","True",21927,"","Undergraduate Degree",0,8,21932,0
12,1,"Male",1,3,1,"No",38.935,768,10,2,3,"No",39.522,3,2949,0,3,4,768,"True",2949,1351,103,8,1351,"Student, Trainee","True",21924,"","High School",0,6,21926,0
12,1,"Male",1,2,0,"No",60.057,899,1000,15,4,"No",90.459,4,2950,0,2,6,899,"True",2950,1423,103,8,1423,"Food Preparation and Serving Related Occupations","True",21935,"","High School",0,5,21941,0
12,1,"Male",3,3,0,"No",19.035,900,1000,103,1,"Yes",73.113,1,2953,0,3,7,900,"True",2953,1585,103,8,1585,"Business and Financial Operations Occupations","True",21937,"","High School",0,7,21939,0
11,1,"Male",1,1,9,"No",32.412,899,1000,10,0,"No",70.541,0,2954,0,1,7,899,"True",2954,1425,103,8,1425,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21950,"","Undergraduate Degree",0,7,21952,0
15,1,"Male",1,5,0,"No",63.596,1079,1000,10,3,"No",78.646,3,2957,0,5,6,1079,"True",2957,1903,103,8,1903,"Installation, Maintenance, and Repair Occupations","True",21955,"the answer is given to you","High School",0,5,21958,39
15,1,"Male",2,3,0,"No",45.159,1050,103,8,1,"Yes",88.586,1,2958,0,3,10,1050,"True",2958,1665,103,8,1665,"Life, Physical, and Social Science Occupations","True",21957,"","Undergraduate Degree",0,5,21959,0
14,2,"Male",2,3,13,"No",21.439,863,10,8,1,"No",94.485,1,2959,0,3,6,863,"True",2959,1519,103,8,1519,"Student, Trainee","True",21963,"","High School",0,9,21965,0
21,1,"Female",1,3,1,"No",28.123,768,1000,8,0,"Yes",68.224,0,2960,0,3,9,768,"True",2960,1351,103,8,1351,"Healthcare Support Occupations","True",21966,"","High School",0,6,21969,0
13,1,"Female",1,5,1,"No",38.095,768,990,95,3,"Yes",106.351,3,2963,0,5,9,768,"True",2963,1351,103,8,1351,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22059,"","Graduate Degree",0,5,22061,0
10,1,"Male",1,3,1,"No",30.918,768,100,10,3,"No",100.361,3,2964,0,3,10,768,"True",2964,1351,103,8,1351,"Other","True",21971,"","High School",0,8,21975,0
8,1,"Male",1,5,0,"No",25.892,800,1000,10,0,"No",71.466,0,2965,0,5,7,800,"True",2965,1265,103,8,1265,"Arts, Design, Entertainment, Sports, and Media Occupations","True",21974,"None. ","Undergraduate Degree",0,4,21976,7
28,1,"Male",1,3,118,"No",97.817,767,103,8,2,"Yes",194.37,2,2966,0,3,7,767,"True",2966,1349,103,8,1349,"Life, Physical, and Social Science Occupations","True",21994,"I think I got it right. ","Graduate Degree",0,6,21998,75
10,1,"Female",2,3,1,"No",33.225,768,100,2,0,"Yes",72.482,0,2970,0,3,5,768,"True",2970,1351,103,8,1351,"Sales and Related Occupations","True",21989,"","High School",0,6,21992,0
8,1,"Female",2,4,0,"No",50.881,800,1000,9,0,"No",54.306,0,2971,0,4,6,800,"True",2971,1265,103,8,1265,"Healthcare Practitioners and Technical Occupations","True",21990,"","Undergraduate Degree",0,4,21993,0
7,2,"Male",5,5,0,"No",31.564,800,103,8,3,"Yes",82.86,3,2973,0,5,4,800,"True",2973,1280,103,8,1280,"Farming, Fishing, and Forestry Occupations","True",21995,"","Undergraduate Degree",4,6,21997,0
15,2,"Female",3,3,0,"No",12.462,856,900,95,3,"No",16.92,3,2974,0,3,20,856,"True",2974,1524,103,8,1524,"Unemployed, Retired, Homemaker","True",22007,"","High School",0,7,22008,0
13,1,"Male",1,5,0,"No",19.615,1080,1000,20,3,"Yes",127.476,3,2976,0,5,6,1080,"True",2976,1905,103,8,1905,"Student, Trainee","True",22002,"","Undergraduate Degree",0,5,22003,0
16,1,"Female",1,1,0,"No",34.389,900,10,4,2,"Yes",47.459,2,2978,0,1,3,900,"True",2978,1585,103,8,1585,"Sales and Related Occupations","True",22005,"I think I may have been way off!","High School",0,6,22009,41
12,2,"Female",1,4,0,"No",57.6,768,113,10,0,"Yes",180.898,0,2980,0,4,12,768,"True",2980,1351,103,8,1351,"Food Preparation and Serving Related Occupations","True",22016,"I'm not really sure if I got the answer right, but I tried to calculate it based on the data given.","High School",0,9,22017,156
8,1,"Male",1,4,40,"No",40.311,768,990,95,2,"Yes",79.405,2,2983,0,4,5,768,"True",2983,1366,103,8,1366,"Farming, Fishing, and Forestry Occupations","True",22024,"Awesome survey, Really made me think!","High School",0,5,22028,52
12,1,"Male",1,2,0,"No",55.198,1050,40,19,0,"Yes",149.814,0,2984,0,2,10,1050,"True",2984,1665,103,8,1665,"Other","True",22032,"","High School",0,7,22041,0
15,1,"Male",3,4,20,"No",23.892,639,1000,10,0,"Yes",44.943,0,2986,0,4,7,639,"True",2986,1007,103,8,1007,"Student, Trainee","True",22026,"","High School",0,5,22027,1
12,2,"Male",2,4,0,"No",18.866,800,103,8,1,"Unsure",69.164,1,2987,0,4,4,800,"True",2987,1265,103,8,1265,"Life, Physical, and Social Science Occupations","True",22029,"","High School",1,7,22031,0
11,1,"Male",2,4,0,"No",18.67,799,9,8,0,"Yes",108.751,0,2988,0,4,9,799,"True",2988,1265,103,8,1265,"Education, Training, and Library Occupations","True",22034,"","Undergraduate Degree",0,4,22035,0
14,1,"Male",1,4,0,"No",24.299,768,10,8,0,"No",53.96,0,2989,0,4,3,768,"True",2989,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",22036,"","High School",0,5,22039,0
11,1,"Female",1,2,0,"No",58.422,768,1000,8,2,"Unsure",196.448,2,2990,0,2,7,768,"True",2990,1351,103,8,1351,"Office and Administrative Support Occupations","True",22056,"none","Undergraduate Degree",0,7,22060,4
16,1,"Male",3,4,0,"No",21.629,800,95,1,0,"No",48.518,0,2991,0,4,4,800,"True",2991,1265,103,8,1265,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22042,"","Undergraduate Degree",0,4,22046,0
10,1,"Male",3,5,0,"No",27.964,1080,1000,10,0,"No",78.426,0,2992,0,5,6,1080,"True",2992,1905,103,8,1905,"Student, Trainee","True",22050,"","High School",0,6,22055,0
7,1,"Male",2,3,7,"No",32.13,900,1000,10,0,"Yes",74.035,0,2993,0,3,7,900,"True",2993,1425,103,8,1425,"Student, Trainee","True",22049,"","Undergraduate Degree",0,4,22054,0
13,1,"Male",4,5,0,"No",12.34,1080,990,895,0,"Yes",60.282,0,2994,0,5,16,1080,"True",2994,1905,103,8,1905,"Unemployed, Retired, Homemaker","True",22048,"","Undergraduate Degree",0,5,22051,0
10,1,"Female",1,3,0,"No",57.657,776,1000,10,0,"No",61.522,0,2995,0,3,7,776,"True",2995,1265,103,8,1265,"Management Occupations","True",22057,"","Undergraduate Degree",0,4,22063,0
11,1,"Male",1,3,0,"Yes",51.52,1023,100,50,0,"No",109.335,0,2996,0,3,8,1023,"True",2996,1263,103,8,1263,"Other","True",22064,"","Undergraduate Degree",0,4,22068,0
12,2,"Female",1,3,0,"No",44.043,768,1000,10,0,"No",47.798,0,2997,0,3,6,768,"True",2997,1009,103,8,1009,"Office and Administrative Support Occupations","True",22067,"","High School",0,6,22069,0
16,1,"Male",1,2,0,"No",34.499,1079,1000,10,0,"No",45.172,0,2998,0,2,7,1079,"True",2998,1903,103,8,1903,"Computer and Mathematical Occupations","True",22062,"","Undergraduate Degree",0,4,22066,2
15,1,"Male",1,4,0,"No",173.839,1080,1000,10,0,"Yes",172.426,0,2999,0,4,6,1080,"True",2999,1905,103,8,1905,"Unemployed, Retired, Homemaker","True",22075,"I feel the question was a trick question, but it clearly stated 10 in 1000 will have breast cancer, so that's what i went with. I hope this is ok. I did spend a few minutes reading and re-reading the question trying to figure it out. I didn't just see the first line of text and put that into the box. I made an honest effort to decipher the question and that's the answer i came up with. ","High School",0,5,22080,502
15,1,"Female",2,3,0,"No",47.836,1023,1000,10,0,"No",53.379,0,3000,0,3,10,1023,"True",3000,1263,103,8,1263,"Unemployed, Retired, Homemaker","True",22074,"","Undergraduate Degree",0,5,22076,0
11,1,"Male",3,4,0,"No",172.644,1079,1000,10,0,"No",113.886,0,3001,0,4,7,1079,"True",3001,1903,103,8,1903,"Healthcare Support Occupations","True",22079,"The initial statement in the information provided said that 10 out of 1000 women age forty would have cancer. The other two statistics were related to the reliability of the mammography test itself, rather than the pure likelihood of participants in a study with 1000 would actually have cancer. Therefore, I went with the initial statement.","Graduate Degree",0,4,22084,388
11,1,"Female",2,3,4,"No",26.629,768,1000,10,1,"No",106.85,1,3002,0,3,7,768,"True",3002,1351,103,8,1351,"Unemployed, Retired, Homemaker","True",22081,"","Undergraduate Degree",0,4,22082,0
11,1,"Female",3,4,9,"No",47.262,767,1000,12,2,"Yes",341.643,2,3003,0,4,6,767,"True",3003,1349,103,8,1349,"Building and Grounds Cleaning and Maintenance Occupations","True",22091,"","High School",0,6,22092,0
10,1,"Female",2,2,0,"No",23.078,1080,10,7,0,"No",97.116,0,3005,0,2,3,1080,"True",3005,1905,103,8,1905,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22085,"","Undergraduate Degree",0,8,22086,0
12,1,"Female",1,3,7,"No",57.489,767,1000,10,0,"No",47.869,0,3006,0,3,7,767,"True",3006,1349,103,8,1349,"Other","True",22089,"I figured that a new group's probability would be the same/similar to the prior group's numbers. No other comments or concerns. ","Undergraduate Degree",0,6,22090,221
10,1,"Male",1,4,5,"No",23.905,767,10,8,0,"No",56.253,0,3007,0,4,19,767,"True",3007,1349,103,8,1349,"Student, Trainee","True",22094,"","Undergraduate Degree",9,7,22095,1
15,1,"Male",2,3,0,"No",22.792,864,10,2,2,"No",25.727,2,3008,0,3,4,864,"True",3008,1521,103,8,1521,"Unemployed, Retired, Homemaker","True",22097,"","High School",0,16,22098,0
13,1,"Female",1,3,21,"No",116.085,614,40,4,0,"Yes",75.444,0,3009,0,3,3,614,"True",3009,1076,103,8,1076,"Unemployed, Retired, Homemaker","True",22100,"I tried to use the analysis of the other groups of women in the task to decipher my estimation on how many women would get a positive rating on their mammogram. Now I wonder if I am on target or off target. How will I know?","High School",0,6,22101,321
18,2,"Male",2,3,0,"No",18.911,1080,1000,10,0,"No",25.902,0,3010,0,3,11,1080,"True",3010,1905,103,8,1905,"Food Preparation and Serving Related Occupations","True",22103,"","High School",0,7,22104,0
10,1,"Female",1,3,4,"No",26.215,767,800,15,0,"Unsure",26.6,0,3012,0,3,6,767,"True",3012,1349,103,8,1349,"Food Preparation and Serving Related Occupations","True",22108,"","High School",0,4,22109,0
10,1,"Female",1,4,8,"No",38.246,767,990,895,2,"Yes",284.364,2,3014,0,4,12,767,"True",3014,1349,103,8,1349,"Healthcare Practitioners and Technical Occupations","True",22118,"","Undergraduate Degree",0,7,22120,0
12,1,"Female",1,5,0,"No",23.981,900,103,8,6,"No",82.429,6,3016,0,5,12,900,"True",3016,1425,103,8,1425,"Education, Training, and Library Occupations","True",22115,"","Graduate Degree",0,4,22117,0
10,1,"Male",1,5,1,"No",40.618,768,1000,10,1,"No",135.301,1,3017,0,5,7,768,"True",3017,1351,103,8,1351,"Other","True",22126,"","High School",0,4,22132,0
11,2,"Male",2,4,14,"No",25.596,778,1000,10,1,"No",66.516,1,3018,0,4,7,778,"True",3018,1327,103,8,1327,"Management Occupations","True",22128,"","Graduate Degree",0,6,22130,0
8,1,"Male",1,5,0,"No",35.293,800,1990,103,5,"Yes",87.548,5,3019,0,5,7,800,"True",3019,1265,103,8,1265,"Military Specific Occupations","True",22131,"","Undergraduate Degree",0,5,22136,0
18,1,"Female",1,3,0,"No",60.637,863,10,8,1,"Unsure",104.409,1,3020,0,3,4,863,"True",3020,1519,103,8,1519,"Personal Care and Service Occupations","True",22138,"","Undergraduate Degree",0,7,22145,0
12,2,"Male",2,3,0,"No",109.945,1080,103,8,5,"Yes",179.073,5,3021,0,3,5,1080,"True",3021,1905,103,8,1905,"Computer and Mathematical Occupations","True",22143,"I followed the graph as best I could, and it showed that 8 women out of the 103 who tested positive would have breast cancer. I tried my best. Thank you!","High School",0,9,22154,202
11,1,"Male",1,3,23,"No",29.899,554,10,8,5,"Yes",40.938,5,3023,0,3,3,554,"True",3023,1076,103,8,1076,"Farming, Fishing, and Forestry Occupations","True",22133,"","High School",0,5,22135,0
10,1,"Female",1,4,0,"No",23.988,1079,10,8,5,"No",123.326,5,3024,0,4,3,1079,"True",3024,1903,103,8,1903,"Education, Training, and Library Occupations","True",22141,"","Undergraduate Degree",0,6,22146,0
12,1,"Male",2,5,1,"No",28.033,768,100,1,1,"No",105.933,1,3026,0,5,10,768,"True",3026,1351,103,8,1351,"Student, Trainee","True",22148,"","High School",0,7,22151,0
11,1,"Female",1,3,0,"No",56.904,1023,103,8,6,"Yes",120.418,6,3027,0,3,10,1023,"True",3027,1261,103,8,1261,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22153,"The instructions were a bit hard to understand. I didn't know if a new set of 1000 women were tested or not.","High School",0,7,22155,121
9,1,"Female",1,4,17,"No",27.755,800,1000,8,5,"Yes",165.348,5,3029,0,4,6,800,"True",3029,1280,103,8,1280,"Unemployed, Retired, Homemaker","True",22156,"","Professional School",0,6,22158,0
14,1,"Male",2,2,1,"No",31.482,768,8,1,0,"No",119.816,0,3031,0,2,2,768,"True",3031,1265,103,8,1265,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22162,"thanks","Undergraduate Degree",0,5,22163,6
7,1,"Male",1,3,1,"No",37.54,768,100,90,2,"No",172.643,2,3033,0,3,11,768,"True",3033,1345,103,8,1345,"Installation, Maintenance, and Repair Occupations","True",22165,"","Undergraduate Degree",0,4,22167,56
10,1,"Male",2,3,0,"No",15.344,900,1000,10,1,"No",136.344,1,3034,0,3,7,900,"True",3034,1585,103,8,1585,"Healthcare Practitioners and Technical Occupations","True",22169,"","Undergraduate Degree",0,5,22171,0
11,1,"Female",1,3,8,"No",37.67,720,100,10,1,"Yes",146.64,1,3035,0,3,5,720,"True",3035,1265,103,8,1265,"Healthcare Support Occupations","True",22173,"","Undergraduate Degree",0,5,22175,0
16,1,"Male",3,5,0,"No",19.373,768,103,8,5,"Yes",73.216,5,3036,0,5,5,768,"True",3036,1351,103,8,1351,"Student, Trainee","True",22172,"good HIT","Undergraduate Degree",0,8,22174,9
10,2,"Male",4,4,0,"No",70.869,900,9,8,5,"No",150.265,5,3037,0,4,6,900,"True",3037,1585,103,8,1585,"Student, Trainee","True",22201,"","Undergraduate Degree",0,7,22205,0
12,1,"Female",2,4,0,"No",20.493,799,10,8,3,"Yes",28.374,3,3038,0,4,3,799,"True",3038,1280,103,8,1280,"Healthcare Practitioners and Technical Occupations","True",22180,"","Professional School",0,5,22182,0
12,1,"Female",3,5,0,"No",33.265,1080,500,1,3,"Yes",47.208,3,3039,0,5,9,1080,"True",3039,1905,103,8,1905,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22178,"","Undergraduate Degree",0,6,22179,0
11,1,"Male",2,5,0,"No",61.613,767,1000,10,3,"Yes",120.856,3,3041,0,5,7,767,"True",3041,1349,103,8,1349,"Management Occupations","True",22188,"Thank you for allowing me to participate in this study.","Undergraduate Degree",0,4,22191,66
11,1,"Female",1,2,0,"No",48.88,900,10,7,2,"No",72.408,2,3042,0,2,4,900,"True",3042,1585,103,8,1585,"Food Preparation and Serving Related Occupations","True",22184,"","High School",0,5,22186,0
19,1,"Male",3,3,47,"No",52.855,767,1000,920,1,"No",78.9,1,3043,0,3,7,767,"True",3043,1349,103,8,1349,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22189,"Good survey!","Undergraduate Degree",0,11,22193,14
13,2,"Male",3,4,0,"No",23.402,1049,1000,8,1,"Yes",73.617,1,3044,0,4,16,1049,"True",3044,1680,103,8,1680,"Unemployed, Retired, Homemaker","True",22192,"","High School",0,8,22194,0
16,1,"Male",2,3,0,"No",23.118,1080,100,75,5,"Yes",53.188,5,3045,0,3,5,1080,"True",3045,1905,103,8,1905,"Student, Trainee","True",22195,"","High School",0,6,22196,0
12,2,"Female",2,2,4,"No",26.676,767,40,4,3,"No",38.197,3,3051,0,2,6,767,"True",3051,1349,103,8,1349,"Healthcare Support Occupations","True",22211,"","Undergraduate Degree",0,7,22212,0
13,1,"Male",2,4,1,"No",70.939,768,1000,10,3,"Yes",159.024,3,3052,0,4,7,768,"True",3052,1351,103,8,1351,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22215,"","High School",0,4,22216,7
12,2,"Female",1,2,0,"No",81.914,768,10,8,3,"No",130.669,3,3054,0,2,4,768,"True",3054,1351,103,8,1351,"Legal Occupations","True",22222,"I hope that I had a correct answer. The circle graph was very hard to read and confusing. Thank you. ","Undergraduate Degree",0,5,22225,143
10,1,"Male",1,3,0,"No",22.459,900,990,95,2,"No",41.59,2,3055,0,3,12,900,"True",3055,1585,103,8,1585,"Food Preparation and Serving Related Occupations","True",22219,"","High School",1,7,22221,0
10,1,"Female",2,3,0,"No",23.907,1024,10,8,3,"Unsure",106.621,3,3056,0,3,3,1024,"True",3056,1265,103,8,1265,"Healthcare Support Occupations","True",22224,"","Undergraduate Degree",0,5,22226,0
15,1,"Male",1,5,10,"No",45.45,899,1000,10,6,"Yes",65.538,6,3058,0,5,6,899,"True",3058,1583,103,8,1583,"Education, Training, and Library Occupations","True",22230,"None.","Undergraduate Degree",0,5,22232,6
10,1,"Male",1,5,0,"No",46.037,1050,990,805,5,"Yes",175.526,5,3059,0,5,8,1050,"True",3059,1665,103,8,1665,"Business and Financial Operations Occupations","True",22233,"","Undergraduate Degree",0,5,22234,0
11,1,"Female",1,1,0,"Yes",63.097,602,1000,4,6,"No",53.216,6,3062,0,1,5,700,"True",3062,1120,103,8,1105,"Education, Training, and Library Occupations","True",22242,"I thought no more than four out of ten would have cancer","Graduate Degree",1,8,22244,57
10,1,"Male",1,3,0,"No",46.243,900,103,10,3,"Unsure",205.885,3,3063,0,3,9,900,"True",3063,1440,103,8,1440,"Architecture and Engineering Occupations","True",22243,"","Undergraduate Degree",10,9,22245,0
13,2,"Male",1,4,1,"No",36.62,768,103,8,2,"Yes",109.731,2,3064,0,4,4,768,"True",3064,1351,103,8,1351,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22240,"","High School",0,6,22241,0
14,2,"Male",2,5,0,"No",26.508,768,990,95,5,"No",116.9,5,3065,0,5,13,1153,"True",3065,1351,103,8,2028,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22249,"","Undergraduate Degree",0,10,22250,0
28,1,"Male",2,3,0,"No",138.567,1079,103,8,6,"No",80.261,6,3066,0,3,4,1079,"True",3066,1903,103,8,1903,"Computer and Mathematical Occupations","True",22248,"Would need more data over a period of years to construct a better estimate.","Undergraduate Degree",0,23,22253,285
12,1,"Female",2,2,0,"No",29.451,767,990,95,6,"No",27.378,6,3067,0,2,10,1151,"True",3067,1349,103,8,2024,"Office and Administrative Support Occupations","True",22252,"","Undergraduate Degree",0,7,22254,0
13,1,"Male",2,4,0,"No",41.9,1080,103,8,1,"No",97.132,1,3070,0,4,4,1080,"True",3070,1905,103,8,1905,"Sales and Related Occupations","True",22261,"","Undergraduate Degree",0,5,22263,0
7,3,"Male",2,4,1,"No",21.071,768,0,10,1,"No",52.47,1,3071,0,4,12,768,"True",3071,1351,103,8,1351,"Business and Financial Operations Occupations","True",22259,"","Undergraduate Degree",0,6,22260,24
10,1,"Male",3,5,3,"No",44.869,767,103,8,1,"Unsure",180.708,1,3072,0,5,20,767,"True",3072,1349,103,8,1349,"Life, Physical, and Social Science Occupations","True",22264,"","Graduate Degree",0,11,22265,0
10,2,"Male",2,5,0,"No",34.841,899,1000,10,2,"No",22.385,2,3073,0,5,12,899,"True",3073,1440,103,8,1440,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22268,"","High School",0,5,22269,39
8,1,"Female",2,3,0,"No",38.646,900,10,8,1,"Unsure",104.407,1,3074,0,3,3,900,"True",3074,1440,103,8,1440,"Student, Trainee","True",22270,"","High School",0,5,22271,0
8,2,"Female",1,2,0,"No",29.363,900,1000,8,3,"No",271.354,3,3075,0,2,13,900,"True",3075,1425,103,8,1425,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22274,"","High School",0,6,22276,0
11,2,"Male",1,4,0,"No",33.701,1024,105,10,3,"Yes",65.825,3,3077,0,4,5,1024,"True",3077,1265,103,8,1265,"Computer and Mathematical Occupations","True",22279,"","High School",0,7,22280,0
10,1,"Male",1,5,10,"No",38.265,799,103,8,2,"Yes",155.889,2,3080,0,5,8,799,"True",3080,1263,103,8,1263,"Arts, Design, Entertainment, Sports, and Media Occupations","True",22289,"","Undergraduate Degree",0,7,22290,0
13,1,"Male",2,2,1,"No",29.723,800,1000,8,1,"No",103.954,1,3081,0,2,6,800,"True",3081,1265,103,8,1265,"Sales and Related Occupations","True",22291,"Thanks for the opportunity!","High School",0,4,22292,29
14,1,"Male",1,2,6,"No",172.561,765,1000,8,0,"No",107.746,0,3082,0,2,5,765,"True",3082,1351,103,8,1351,"Education, Training, and Library Occupations","True",22294,"I gave the best estimate that I could without using a calculator, although I am not very good at these types of problems.","High School",0,5,22295,171
16,1,"Male",2,5,1,"No",30.151,768,1000,10,6,"Yes",38.833,6,3084,0,5,7,768,"True",3084,1351,103,8,1351,"Computer and Mathematical Occupations","True",22300,"","High School",0,5,22301,0
15,1,"Male",1,4,10,"No",31.02,899,100,10,1,"No",56.241,1,1212,0,4,6,899,"True",1212,1583,103,8,1583,"Installation, Maintenance, and Repair Occupations","True",20894,"","Undergraduate Degree",0,7,20911,0
22,2,"Male",3,3,1,"No",24.397,768,100,5,1,"Yes",58.323,1,1242,0,3,6,768,"True",1242,1265,103,8,1265,"Education, Training, and Library Occupations","True",19134,"","Undergraduate Degree",0,7,19138,0
12,1,"Male",2,5,0,"No",25.888,900,1000,10,4,"Yes",32.049,4,1280,0,5,6,900,"True",1280,1425,103,8,1425,"Unemployed, Retired, Homemaker","True",21238,"Survey worked great thanks a lot!","High School",0,5,21243,35
14,2,"Male",1,3,25,"No",63.209,599,10,8,4,"Yes",114.206,4,1281,0,3,12,599,"True",1281,1007,103,8,1007,"Sales and Related Occupations","True",20713,"This was fun, thanks!!","High School",50,7,20741,24
20,1,"Female",1,5,0,"No",32.464,1024,10,8,4,"No",29.057,4,1302,0,5,3,1024,"True",1302,1265,103,8,1265,"Arts, Design, Entertainment, Sports, and Media Occupations","True",20652,"","High School",0,6,20676,0
12,1,"Female",1,2,0,"No",29.599,899,1000,8,3,"No",105.685,3,1328,0,2,5,899,"True",1328,1583,103,8,1583,"Other","True",20081,"","Undergraduate Degree",0,6,20082,0
14,1,"Male",2,3,0,"No",41.705,1049,100,10,3,"No",152.598,3,1524,0,3,12,1049,"True",1524,1663,103,8,1663,"Food Preparation and Serving Related Occupations","True",21628,"interesting survey","High School",0,5,21631,18
14,1,"Male",1,4,0,"No",28.845,1440,10,8,5,"No",135.932,5,1529,0,4,3,1440,"True",1529,2545,103,8,2545,"Office and Administrative Support Occupations","True",21646,"thanks","High School",0,9,21648,6
12,2,"Male",1,3,0,"Dont know",23.402,768,103,8,0,"Yes",221.852,0,1626,0,3,6,768,"True",1626,1351,103,8,1351,"Healthcare Support Occupations","True",21576,"","Undergraduate Degree",0,9,21578,0
16,2,"Male",1,5,0,"Dont know",29.507,925,100,1,5,"Yes",56.374,5,1647,0,5,5,1050,"True",1647,1680,103,8,1665,"Computer and Mathematical Occupations","True",20759,"Very fun, thank you","Undergraduate Degree",0,6,20773,22
11,1,"Female",1,2,0,"No",61.693,900,1000,10,5,"No",120.14,5,1651,0,2,6,900,"True",1651,1585,103,8,1585,"Other","True",20692,"I think I was lost during this hit. I read it twice and I still do not understand the graph or the question. ","Undergraduate Degree",0,5,20725,122
16,1,"Male",4,4,0,"No",34.55,900,105,8,4,"Yes",75.173,4,1669,0,4,9,900,"True",1669,1585,103,8,1585,"Student, Trainee","True",21940,"","Undergraduate Degree",0,8,21942,0
12,1,"Male",1,5,4,"No",32.264,767,1000,8,4,"Yes",43.127,4,1675,0,5,6,767,"True",1675,1349,103,8,1349,"Education, Training, and Library Occupations","True",20555,"Seemed cut and dry. Hope my answered helped. ","Graduate Degree",0,5,20575,47
15,1,"Male",1,5,2,"No",53.674,768,1000,8,1,"Yes",182.016,1,1693,0,5,5,768,"True",1693,1351,103,8,1351,"Sales and Related Occupations","True",21249,"no comments","High School",0,7,21258,11
